date,year,month,lst_day_mean,lst_night_mean,dtr_mean
2016-11-24,2016,11,27.154331,12.369691,14.633453
2016-12-02,2016,12,25.609732,12.625133,13.001497
2016-12-10,2016,12,24.614397,11.638705,13.143396
2016-12-18,2016,12,24.504953,10.703252,13.784844
2016-12-26,2016,12,23.81966,11.018341,12.7478895
2017-01-01,2017,1,23.597729,10.608656,12.631829
2017-01-09,2017,1,21.007084,8.269675,12.3300705
2017-01-17,2017,1,23.349249,10.825029,12.212931
2017-01-25,2017,1,24.88207,11.676527,12.503718
2017-02-02,2017,2,25.56659,11.465215,13.708639
2017-02-10,2017,2,26.162394,12.676265,13.464762
2017-02-18,2017,2,29.219177,13.3484125,15.764864
2017-02-26,2017,2,30.003094,13.733852,16.146954
2017-03-06,2017,3,30.189758,12.889705,16.585463
2017-03-14,2017,3,31.102762,14.840321,16.145435
2017-03-22,2017,3,35.894157,19.061409,16.759113
2017-03-30,2017,3,36.83631,20.156803,16.649046
2017-04-07,2017,4,37.412,18.518332,18.951979
2017-04-15,2017,4,37.936813,21.587711,16.415646
2017-04-23,2017,4,38.913902,20.487297,18.17726
2017-05-01,2017,5,38.423958,21.542778,16.959587
2017-05-09,2017,5,38.793594,22.923143,16.017815
2017-05-17,2017,5,38.587185,22.586847,15.922212
2017-05-25,2017,5,37.707016,22.626932,15.133226
2017-06-02,2017,6,37.387062,23.286858,13.687438
2017-06-10,2017,6,35.481342,21.234566,13.876728
2017-06-18,2017,6,33.85392,20.731361,12.651148
2017-06-26,2017,6,32.49782,17.8778,12.684865
2017-07-04,2017,7,31.675415,19.37416,12.278892
2017-07-12,2017,7,29.974903,18.383131,10.62693
2017-07-20,2017,7,29.120157,17.625832,12.022534
2017-07-28,2017,7,28.073353,18.762505,11.422402
2017-08-05,2017,8,27.213404,17.467287,11.59303
2017-08-13,2017,8,29.378105,19.115644,11.256622
2017-08-21,2017,8,29.321009,19.167925,10.828272
2017-08-29,2017,8,28.61051,20.262026,8.293188
2017-09-06,2017,9,29.621475,20.224476,9.474427
2017-09-14,2017,9,30.263254,19.596474,10.866785
2017-09-22,2017,9,30.43491,20.147505,10.214044
2017-09-30,2017,9,31.490437,19.625734,12.142416
2017-10-08,2017,10,30.609701,18.946697,11.942209
2017-10-16,2017,10,30.496317,18.290579,12.272963
2017-10-24,2017,10,29.221382,16.429085,12.813461
2017-11-01,2017,11,28.726381,15.938148,12.826864
2017-11-09,2017,11,27.348494,14.608595,12.6176815
2017-11-17,2017,11,25.820164,13.341582,12.412072
2017-11-25,2017,11,25.368795,11.320515,14.042187
2017-12-03,2017,12,24.482567,12.083364,12.390544
2017-12-11,2017,12,23.49919,11.7372,11.539801
2017-12-19,2017,12,23.09057,10.154478,12.868318
2017-12-27,2017,12,23.04743,9.70445,13.144462
2018-01-01,2018,1,21.639124,8.622553,12.835229
2018-01-09,2018,1,23.324934,10.200844,12.982311
2018-01-17,2018,1,24.006771,10.573777,13.382397
2018-01-25,2018,1,24.639809,10.151409,14.221753
2018-02-02,2018,2,25.495483,10.667397,14.593527
2018-02-10,2018,2,25.654215,12.314504,13.268653
2018-02-18,2018,2,28.431934,14.1448965,14.395305
2018-02-26,2018,2,31.367004,15.50034,15.47092
2018-03-06,2018,3,31.92131,15.817658,16.101389
2018-03-14,2018,3,32.75565,16.366806,16.379925
2018-03-22,2018,3,35.382904,17.564133,17.843899
2018-03-30,2018,3,35.67845,19.034035,16.704334
2018-04-07,2018,4,35.586853,19.205761,16.311989
2018-04-15,2018,4,36.925663,19.867445,17.153172
2018-04-23,2018,4,38.23156,20.711563,17.498932
2018-05-01,2018,5,37.70115,21.567009,16.154278
2018-05-09,2018,5,37.11019,21.204906,16.046003
2018-05-17,2018,5,36.680473,21.596926,15.118494
2018-05-25,2018,5,38.694214,22.62529,16.022572
2018-06-02,2018,6,36.2088,22.230139,14.156767
2018-06-10,2018,6,34.619286,21.706825,12.745742
2018-06-18,2018,6,36.703552,21.869762,14.024699
2018-06-26,2018,6,31.879972,18.601135,14.017693
2018-07-04,2018,7,32.319366,19.7004,13.192925
2018-07-12,2018,7,28.554241,17.606754,13.033121
2018-07-20,2018,7,25.765812,11.596089,13.932053
2018-07-28,2018,7,28.60046,17.89304,11.294314
2018-08-05,2018,8,28.059618,17.172394,12.830237
2018-08-13,2018,8,26.697521,18.94232,10.786637
2018-08-21,2018,8,28.392902,16.575571,12.84814
2018-08-29,2018,8,29.535425,17.298141,12.676053
2018-09-06,2018,9,29.629517,20.123926,9.757988
2018-09-14,2018,9,30.315832,20.039572,9.8070965
2018-09-22,2018,9,30.303062,20.043686,10.042082
2018-09-30,2018,9,30.98355,19.540092,11.349177
2018-10-08,2018,10,30.45197,17.698637,12.502118
2018-10-16,2018,10,30.100447,16.965948,13.105578
2018-10-24,2018,10,29.960476,16.076775,13.855498
2018-11-01,2018,11,28.313423,15.090413,13.142494
2018-11-09,2018,11,28.149662,13.982854,13.986664
2018-11-17,2018,11,26.825397,13.518979,13.335023
2018-11-25,2018,11,25.957697,12.427011,13.499903
2018-12-03,2018,12,24.147465,11.64198,12.517164
2018-12-11,2018,12,22.7636,10.385312,12.480386
2018-12-19,2018,12,22.562504,9.533785,12.971586
2018-12-27,2018,12,21.55755,7.6679435,13.806409
2019-01-01,2019,1,22.254055,8.722933,13.364577
2019-01-09,2019,1,21.974384,9.1515875,12.627869
2019-01-17,2019,1,23.57675,9.980694,13.139417
2019-01-25,2019,1,21.831507,8.658532,12.772477
2019-02-02,2019,2,23.844107,10.671575,12.821333
2019-02-10,2019,2,25.272314,11.805181,13.107948
2019-02-18,2019,2,28.664326,13.468676,14.155835
2019-02-26,2019,2,27.255487,12.638301,14.287292
2019-03-06,2019,3,29.986233,14.41031,15.621808
2019-03-14,2019,3,31.800888,15.757142,15.992237
2019-03-22,2019,3,34.246853,17.45356,16.788084
2019-03-30,2019,3,36.538517,19.33039,17.349077
2019-04-07,2019,4,37.173454,20.689787,16.480074
2019-04-15,2019,4,38.10726,20.208164,17.793997
2019-04-23,2019,4,39.35393,21.863394,17.318386
2019-05-01,2019,5,38.97688,20.767519,18.01891
2019-05-09,2019,5,38.696552,21.937572,16.53218
2019-05-17,2019,5,39.63977,22.862782,16.621002
2019-05-25,2019,5,39.97397,23.587309,16.460945
2019-06-02,2019,6,39.151745,23.230442,15.844385
2019-06-10,2019,6,38.485657,23.052164,15.211614
2019-06-18,2019,6,35.920425,21.62611,13.939731
2019-06-26,2019,6,33.751587,20.69952,12.607723
2019-07-04,2019,7,30.042128,18.025608,12.624893
2019-07-12,2019,7,32.554066,21.177565,11.71475
2019-07-20,2019,7,33.14692,20.832113,11.238319
2019-07-28,2019,7,27.473257,16.810968,11.855455
2019-08-05,2019,8,28.18268,18.782537,11.113709
2019-08-13,2019,8,27.313917,18.629898,9.423646
2019-08-21,2019,8,29.530617,20.261858,9.518014
2019-08-29,2019,8,28.773308,18.549278,9.735345
2019-09-06,2019,9,29.755367,17.652943,11.927996
2019-09-14,2019,9,28.800394,19.630266,9.354818
2019-09-22,2019,9,28.789265,17.035158,12.126718
2019-09-30,2019,9,28.18849,19.244,8.395683
2019-10-08,2019,10,28.92576,18.867025,10.122951
2019-10-16,2019,10,28.457893,17.278303,11.398563
2019-10-24,2019,10,27.280327,16.822605,10.762716
2019-11-01,2019,11,27.441692,17.019245,10.1946945
2019-11-09,2019,11,26.341417,15.41837,10.8386
2019-11-17,2019,11,25.475447,14.3160515,11.252828
2019-11-25,2019,11,24.356546,13.548125,10.732265
2019-12-03,2019,12,23.052256,11.473231,11.575879
2019-12-11,2019,12,21.281742,10.917459,10.163995
2019-12-19,2019,12,20.649137,10.177533,10.265877
2019-12-27,2019,12,20.13487,8.198297,11.221113
2020-01-01,2020,1,20.932924,9.938853,10.181015
2020-01-09,2020,1,20.585543,9.363316,10.850273
2020-01-17,2020,1,21.32234,10.0724125,10.892256
2020-01-25,2020,1,22.110023,10.198913,11.684974
2020-02-02,2020,2,22.190369,10.077595,12.123998
2020-02-10,2020,2,25.359816,11.9993725,13.2730665
2020-02-18,2020,2,26.548874,13.263214,13.165992
2020-02-26,2020,2,27.214684,14.482189,12.690799
2020-03-05,2020,3,27.976461,14.517778,13.158806
2020-03-13,2020,3,29.594181,15.395772,14.190368
2020-03-21,2020,3,32.00661,17.239347,14.588016
2020-03-29,2020,3,34.52074,17.796234,16.568953
2020-04-06,2020,4,35.93279,18.8368,17.121809
2020-04-14,2020,4,36.41683,20.041006,16.021187
2020-04-22,2020,4,36.67676,20.392195,16.644321
2020-04-30,2020,4,36.53965,21.272612,15.254044
2020-05-08,2020,5,37.216446,21.837975,15.400229
2020-05-16,2020,5,38.81459,21.905706,16.731102
2020-05-24,2020,5,38.95407,22.900011,16.281628
2020-06-01,2020,6,34.662823,20.412748,13.454912
2020-06-09,2020,6,36.358852,20.837757,13.824291
2020-06-17,2020,6,32.58697,20.801596,12.118063
2020-06-25,2020,6,33.917885,20.761122,12.470568
2020-07-03,2020,7,31.986013,17.683378,13.547045
2020-07-11,2020,7,31.986847,20.654741,12.838218
2020-07-19,2020,7,30.183374,20.52881,11.295823
2020-07-27,2020,7,31.199755,19.37434,12.078961
2020-08-04,2020,8,28.963661,17.548815,12.312387
2020-08-12,2020,8,28.861736,19.713636,12.977081
2020-08-20,2020,8,27.960163,18.745466,11.403973
2020-08-28,2020,8,29.05112,20.6986,8.345155
2020-09-05,2020,9,30.19201,19.866652,10.073718
2020-09-13,2020,9,30.295542,19.644823,10.470581
2020-09-21,2020,9,29.879442,20.044369,9.987721
2020-09-29,2020,9,30.912258,18.67785,12.792423
2020-10-07,2020,10,30.706928,19.03402,11.881953
2020-10-15,2020,10,30.024487,18.599445,11.529005
2020-10-23,2020,10,29.413345,16.704718,12.754124
2020-10-31,2020,10,28.35042,14.846917,13.511304
2020-11-08,2020,11,27.713722,14.89985,12.891428
2020-11-16,2020,11,26.102535,13.215389,12.106093
2020-11-24,2020,11,24.687643,12.257618,12.465593
2020-12-02,2020,12,25.07428,11.994267,13.211689
2020-12-10,2020,12,22.83907,11.407709,11.324373
2020-12-18,2020,12,21.951433,8.990319,12.798705
2020-12-26,2020,12,21.240738,9.144057,11.94258
2021-01-01,2021,1,22.04844,10.745597,10.9167385
2021-01-09,2021,1,22.33371,10.265146,12.025764
2021-01-17,2021,1,23.142723,11.2375765,11.785001
2021-01-25,2021,1,22.680634,9.715919,12.739208
2021-02-02,2021,2,24.455301,10.608199,13.775786
2021-02-10,2021,2,26.102694,12.58071,13.459344
2021-02-18,2021,2,28.2378,13.736158,14.417859
2021-02-26,2021,2,31.180868,14.658704,16.30847
2021-03-06,2021,3,32.005177,16.260664,15.1348295
2021-03-14,2021,3,32.006313,16.683287,15.134688
2021-03-22,2021,3,34.08378,17.521252,16.379814
2021-03-30,2021,3,35.392815,17.910494,17.420555
2021-04-07,2021,4,35.902416,18.573582,17.143087
2021-04-15,2021,4,36.248447,18.9744,16.980341
2021-04-23,2021,4,37.636898,19.903036,17.75366
2021-05-01,2021,5,37.500202,20.74956,16.782345
2021-05-09,2021,5,36.88032,20.63465,15.782174
2021-05-17,2021,5,34.64553,20.645054,13.364503
2021-05-25,2021,5,35.87871,21.580147,14.065711
2021-06-02,2021,6,34.921066,21.850554,12.242135
2021-06-10,2021,6,33.13994,19.625498,13.835509
2021-06-18,2021,6,31.82743,19.797703,12.259386
2021-06-26,2021,6,33.52537,21.060862,12.718494
2021-07-04,2021,7,34.551758,20.957565,13.268654
2021-07-12,2021,7,32.93982,20.65699,13.188836
2021-07-20,2021,7,28.154993,17.591679,12.85242
2021-07-28,2021,7,27.84159,16.605938,12.208899
2021-08-05,2021,8,28.518368,19.45349,9.984249
2021-08-13,2021,8,30.395359,19.111574,11.615135
2021-08-21,2021,8,30.145157,19.657957,11.108326
2021-08-29,2021,8,29.03235,19.156351,10.274971
2021-09-06,2021,9,28.544104,18.771292,10.904916
2021-09-14,2021,9,28.832045,19.869936,9.554657
2021-09-22,2021,9,28.385323,19.047905,9.12059
2021-09-30,2021,9,28.891441,20.79118,8.220433
2021-10-08,2021,10,29.85604,19.448833,10.331906
2021-10-16,2021,10,28.8724,17.689045,11.300381
2021-10-24,2021,10,26.949831,15.474024,11.426619
2021-11-01,2021,11,26.276054,13.915898,12.362281
2021-11-09,2021,11,25.419474,12.745734,12.541513
2021-11-17,2021,11,25.315943,14.200144,11.193454
2021-11-25,2021,11,24.472754,12.770522,11.715544
2021-12-03,2021,12,23.351719,13.091949,10.324044
2021-12-11,2021,12,21.719248,10.416268,11.103038
2021-12-19,2021,12,21.45864,9.644405,11.722739
2021-12-27,2021,12,19.690788,10.305684,9.495134
2022-01-01,2022,1,21.885462,10.753084,10.263971
2022-01-09,2022,1,19.225237,10.064086,9.4760895
2022-01-17,2022,1,21.249344,9.838856,10.675578
2022-01-25,2022,1,21.063837,9.105311,11.751471
2022-02-02,2022,2,22.27554,10.460858,11.674083
2022-02-10,2022,2,23.965899,11.112824,12.715499
2022-02-18,2022,2,25.855297,12.706361,13.00946
2022-02-26,2022,2,27.625755,13.889071,13.567619
2022-03-06,2022,3,30.60653,16.023748,14.568805
2022-03-14,2022,3,33.605106,18.80623,14.778655
2022-03-22,2022,3,34.246666,18.70246,15.703694
2022-03-30,2022,3,36.49224,19.915287,16.377403
2022-04-07,2022,4,36.504646,20.402103,16.166298
2022-04-15,2022,4,36.38197,20.851418,15.554107
2022-04-23,2022,4,38.480007,21.819273,16.75143
2022-05-01,2022,5,36.395344,21.705225,14.854774
2022-05-09,2022,5,37.49008,22.484175,15.094678
2022-05-17,2022,5,35.4806,21.765955,13.466756
2022-05-25,2022,5,34.53534,21.849657,12.610665
2022-06-02,2022,6,36.894703,22.545782,14.242641
2022-06-10,2022,6,37.317535,21.935146,14.151077
2022-06-18,2022,6,33.933746,19.422533,14.232364
2022-06-26,2022,6,34.286182,19.897226,14.757938
2022-07-04,2022,7,31.234512,21.01297,10.905889
2022-07-12,2022,7,31.193546,20.550913,10.643874
2022-07-20,2022,7,27.830683,16.389263,14.778891
2022-07-28,2022,7,28.4497,17.048285,11.547111
2022-08-05,2022,8,27.534666,20.421667,8.541237
2022-08-13,2022,8,27.678268,19.916393,8.757507
2022-08-21,2022,8,27.931543,19.480473,8.475515
2022-08-29,2022,8,29.790726,21.022678,8.880454
2022-09-06,2022,9,29.383053,20.3991,9.556301
2022-09-14,2022,9,28.346981,19.654354,9.266115
2022-09-22,2022,9,28.701593,19.571833,8.931525
2022-09-30,2022,9,29.130032,19.076954,10.174383
2022-10-08,2022,10,27.414072,15.117437,12.97129
2022-10-24,2022,10,28.053392,16.238388,11.796477
2022-11-01,2022,11,27.617191,16.13028,11.214557
2022-11-09,2022,11,25.641863,13.965086,11.629986
2022-11-17,2022,11,24.729847,12.279351,12.371986
2022-11-25,2022,11,24.685452,12.739851,11.981512
2022-12-03,2022,12,23.373667,11.857041,11.297912
2022-12-11,2022,12,23.37094,12.419508,10.97546
